unmon_N_in_packets,unmon_N_out_packets,unmon_in_first_thirty,unmon_out_first_thirty,unmon_out_fraction,unmon_in_fraction,unmon_out_std,unmon_in_std,unmon_out_mean,unmon_in_mean,unmon_N_packets,unmon_time_fraction,unmon_sum_N,unmon_incoming_packets_size,unmon_outgoing_packets_size,unmon_total_packets_size,y
3395,309,21,9,0.0834233261,0.916576674,1075.208303,888.286966,1892.802651,1409.692557,3704,97.42240926,7408,-1738240,158208,-1580032,-1
7708,366,27,3,0.0453306911,0.954669309,2319.191499,2462.790854,4070.315646,3346.398907,8074,210.4248111,16148,-3946496,187392,-3759104,-1
2248,346,20,10,0.133384734,0.866615266,745.7699182,759.1717515,1314.479982,1187.179191,2594,123.5238095,5188,-1150976,177152,-973824,-1
2955,338,21,9,0.102641968,0.897358032,939.8594754,1013.71717,1672.100846,1427.553254,3293,343.3785193,6586,-1512960,173056,-1339904,-1
2687,263,17,13,0.0891525424,0.910847458,831.3809441,1024.486285,1489.712319,1330.296578,2950,55.39906103,5900,-1375744,134656,-1241088,-1
5305,464,21,9,0.0804298839,0.919570116,1661.673454,1631.060876,2927.235815,2402.109914,5769,113.9443018,11538,-2716160,237568,-2478592,-1
266,71,19,11,0.210682493,0.789317507,95.96810989,95.17707112,177.7368421,136.2676056,337,31.05990783,674,-136192,36352,-99840,-1
1718,103,17,13,0.0565623284,0.943437672,514.7722426,621.3287087,927.4231665,637.0679612,1821,75.9382819,3642,-879616,52736,-826880,-1
9411,368,21,9,0.0376316597,0.96236834,2815.611097,3002.02629,4894.814472,4766.877717,9779,303.1308122,19558,-4818432,188416,-4630016,-1
8953,941,23,7,0.0951081464,0.904891854,2814.076496,3228.772438,4942.471127,4995.34644,9894,652.6385224,19788,-4583936,481792,-4102144,-1
908,118,18,12,0.115009747,0.884990253,291.6446322,327.272627,517.6145374,481.8389831,1026,73.86609071,2052,-464896,60416,-404480,-1
5258,772,22,8,0.128026534,0.871973466,1723.2864,1792.980894,2950.26531,3459.805699,6030,115.983843,12060,-2692096,395264,-2296832,-1
1232,112,27,3,0.0833333333,0.916666667,381.862853,436.3976696,681.987013,568.1428571,1344,94.58128079,2688,-630784,57344,-573440,-1
3928,440,20,10,0.100732601,0.899267399,1242.530291,1282.681265,2121.123473,2750.279545,4368,123.2505643,8736,-2011136,225280,-1785856,-1
2464,179,20,10,0.0677260689,0.932273931,750.9770006,912.0154143,1323.104302,1306.798883,2643,135.3995902,5286,-1261568,91648,-1169920,-1
486,42,17,13,0.0795454545,0.920454545,147.8190014,171.0829983,272.7695473,168.8095238,528,101.734104,1056,-248832,21504,-227328,-1
9217,707,21,9,0.0712414349,0.928758565,2868.477741,2816.1554,4958.857763,5009.983027,9924,216.1149826,19848,-4719104,361984,-4357120,-1
2725,371,20,10,0.119832041,0.880167959,894.1466543,873.8914603,1570.518899,1386.770889,3096,83.40517241,6192,-1395200,189952,-1205248,-1
314,30,16,14,0.0872093023,0.912790698,94.96304827,92.76302544,181.6656051,76.56666667,344,75.77092511,688,-160768,15360,-145408,-1
4584,229,21,9,0.0475794723,0.952420528,1375.928948,1485.114101,2440.429756,1737.820961,4813,229.4089609,9626,-2347008,117248,-2229760,-1
707,48,23,7,0.0635761589,0.936423841,213.0006137,227.7155258,388.8076379,218.8125,755,81.88720174,1510,-361984,24576,-337408,-1
9425,492,22,8,0.0496117778,0.950388222,2851.949257,3013.751912,4986.864403,4425.215447,9917,703.8325053,19834,-4825600,251904,-4573696,-1
4785,379,21,9,0.0733927188,0.926607281,1459.171514,1838.120168,2572.139394,2713.306069,5164,342.6675514,10328,-2449920,194048,-2255872,-1
4493,245,21,9,0.0517095821,0.948290418,1357.429945,1540.17738,2375.776319,2254.4,4738,221.9203747,9476,-2300416,125440,-2174976,-1
7821,355,21,9,0.0434197652,0.956580235,2346.995307,2618.657823,4101.321698,3806.025352,8176,174.5889387,16352,-4004352,181760,-3822592,-1
1456,104,20,10,0.0666666667,0.933333333,438.3627025,575.6582564,790.3440934,642.6826923,1560,65.98984772,3120,-745472,53248,-692224,-1
4243,591,22,8,0.122258999,0.877741001,1369.953953,1504.236667,2360.487391,2826.813875,4834,127.6135164,9668,-2172416,302592,-1869824,-1
138,33,16,14,0.192982456,0.807017544,46.70750981,45.05291247,94.24637681,51.51515152,171,33.0754352,342,-70656,16896,-53760,-1
9288,353,21,9,0.0366144591,0.963385541,2765.971665,3186.294936,4832.592485,4515.983003,9641,215.4894949,19282,-4755456,180736,-4574720,-1
37,24,17,13,0.393442623,0.606557377,18.03770096,16.54853971,32.78378378,28.25,61,8.187919463,122,-18944,12288,-6656,-1
8624,1283,24,6,0.129504391,0.870495609,2806.764928,3058.481667,4826.117579,5813.593141,9907,508.0512821,19814,-4415488,656896,-3758592,-1
2001,268,21,9,0.118113706,0.881886294,633.8434953,785.6453946,1119.382309,1251.608209,2269,123.9213545,4538,-1024512,137216,-887296,-1
9547,429,20,10,0.0430032077,0.956996792,2858.589793,3086.946677,5041.900492,3800.121212,9976,461.4246068,19952,-4888064,219648,-4668416,-1
382,96,17,13,0.20083682,0.79916318,133.4512222,154.5643393,241.065445,233.2708333,478,71.02526003,956,-195584,49152,-146432,-1
846,114,25,5,0.11875,0.88125,278.1983122,268.8760643,481.7304965,471.3684211,960,95.80838323,1920,-433152,58368,-374784,-1
2530,241,20,10,0.0869722122,0.913027788,800.688854,779.8554904,1373.534783,1516.858921,2771,189.2759563,5542,-1295360,123392,-1171968,-1
5854,513,27,3,0.0805716978,0.919428302,1859.510822,1568.625745,3192.315682,3089.107212,6367,160.7422368,12734,-2997248,262656,-2734592,-1
1327,121,21,9,0.0835635359,0.916436464,407.3613388,484.6147227,741.1047476,542.3966942,1448,26.63233401,2896,-679424,61952,-617472,-1
3217,279,20,10,0.079805492,0.920194508,997.8439504,1105.900521,1768.618589,1516.523297,3496,94.51203028,6992,-1647104,142848,-1504256,-1
158,16,20,10,0.091954023,0.908045977,48.50402666,37.2683994,92.62025316,36.9375,174,34.86973948,348,-80896,8192,-72704,-1
5195,705,21,9,0.119491525,0.880508475,1692.549077,1743.396567,2905.030799,3285.553191,5900,112.8754544,11800,-2659840,360960,-2298880,-1
9482,485,18,12,0.0486605799,0.95133942,2878.742811,2795.895147,5010.89401,4458.208247,9967,628.4363178,19934,-4854784,248320,-4606464,-1
3808,412,20,10,0.0976303318,0.902369668,1208.400304,1288.329869,2132.115809,1910.711165,4220,89.19890087,8440,-1949696,210944,-1738752,-1
8699,1165,20,10,0.118106245,0.881893755,2822.808654,2877.824365,4815.098287,5809.133047,9864,566.8965517,19728,-4453888,596480,-3857408,-1
9226,707,20,10,0.0711768851,0.928823115,2862.159013,2656.818801,5059.123997,3764.82744,9933,371.0496825,19866,-4723712,361984,-4361728,-1
73,19,20,10,0.206521739,0.793478261,24.33415034,32.48651968,48.63013699,38.31578947,92,10.02178649,184,-37376,9728,-27648,-1
422,28,22,8,0.0622222222,0.937777778,129.1954757,130.8020197,228.7322275,176.7857143,450,8.365867262,900,-216064,14336,-201728,-1
1425,193,20,10,0.119283066,0.880716934,458.9040081,485.5706833,834.36,625.9481865,1618,57.6005696,3236,-729600,98816,-630784,-1
260,38,16,14,0.127516779,0.872483221,81.57078922,73.98026989,160.95,71.15789474,298,46.70846395,596,-133120,19456,-113664,-1
8386,414,27,3,0.0470454545,0.952954545,2517.802609,2758.81522,4452.21524,3352.954106,8800,185.3021689,17600,-4293632,211968,-4081664,-1
2652,213,21,9,0.0743455497,0.92565445,812.209225,822.7394859,1476.031297,897.2300469,2865,82.44604317,5730,-1357824,109056,-1248768,-1
1318,94,17,13,0.066572238,0.933427762,398.6181134,468.4085551,721.6555387,494,1412,198.0364656,2824,-674816,48128,-626688,-1
9354,592,20,10,0.0595214156,0.940478584,2843.130274,3122.758558,5035.578148,3992.623311,9946,547.6872247,19892,-4789248,303104,-4486144,-1
241,23,20,10,0.0871212121,0.912878788,73.19684278,76.11601929,138.7717842,66.7826087,264,70.4,528,-123392,11776,-111616,-1
163,28,20,10,0.146596859,0.853403141,53.17731604,44.67129095,103.5766871,51.89285714,191,14.77184841,382,-83456,14336,-69120,-1
5356,492,22,8,0.0841313269,0.915868673,1674.190171,1812.755924,2900.324122,3187.682927,5848,240.8566722,11696,-2742272,251904,-2490368,-1
2478,231,27,3,0.0852713178,0.914728682,757.0630685,992.499783,1337.492736,1542.805195,2709,67.22084367,5418,-1268736,118272,-1150464,-1
9387,562,25,5,0.0564880893,0.943511911,2845.609894,3276.780275,4985.770108,4795.108541,9949,1176.004728,19898,-4806144,287744,-4518400,-1
9580,401,21,9,0.040176335,0.959823665,2864.225579,3139.504923,5027.316701,4123.38404,9981,1226.167076,19962,-4904960,205312,-4699648,-1
1703,143,21,9,0.0774647887,0.922535211,522.8275847,595.5153875,942.5689959,696.4055944,1846,67.02977487,3692,-871936,73216,-798720,-1
1862,152,21,9,0.0754716981,0.924528302,576.2634012,622.6220705,1019.425349,861.4144737,2014,39.81023918,4028,-953344,77824,-875520,-1
4970,688,21,9,0.121597738,0.878402262,1610.73149,1743.114199,2777.807847,3202.915698,5658,153.75,11316,-2544640,352256,-2192384,-1
551,47,25,5,0.0785953177,0.921404682,168.533017,213.1967532,297.2976407,325.3191489,598,37.87207093,1196,-282112,24064,-258048,-1
248,42,27,3,0.144827586,0.855172414,83.34671908,85.26715387,147.0766129,136.1904762,290,13.61502347,580,-126976,21504,-105472,-1
1140,80,22,8,0.0655737705,0.93442623,350.5184293,369.9620333,614.7008772,550.6375,1220,199.6726678,2440,-583680,40960,-542720,-1
2743,317,20,10,0.103594771,0.896405229,869.6551973,977.7751998,1510.94969,1699.66877,3060,57.88876277,6120,-1404416,162304,-1242112,-1
9488,478,20,10,0.0479630745,0.952036926,2850.081569,3079.660241,5050.27403,3658.077406,9966,1085.620915,19932,-4857856,244736,-4613120,-1
5468,550,25,5,0.0913924892,0.908607511,1699.840722,2062.764409,2990.030724,3203.06,6018,268.1818182,12036,-2799616,281600,-2518016,-1
79,36,15,15,0.313043478,0.686956522,32.01410721,34.21648356,61.78481013,49.69444444,115,21.69811321,230,-40448,18432,-22016,-1
7587,1137,20,10,0.130330124,0.869669876,2442.788902,2682.933696,4183.123237,5559.449428,8724,235.5927626,17448,-3884544,582144,-3302400,-1
9394,555,22,8,0.055784501,0.944215499,2859.382723,2923.289868,5030.355227,4038.05045,9949,1095.704846,19898,-4809728,284160,-4525568,-1
9312,649,20,10,0.065154101,0.934845899,2855.475246,3095.609509,5019.81046,4424.138675,9961,641.4037347,19922,-4767744,332288,-4435456,-1
6249,439,21,9,0.0656399522,0.934360048,1936.833166,1833.445302,3333.542647,3500.473804,6688,144.355709,13376,-3199488,224768,-2974720,-1
1273,122,25,5,0.0874551971,0.912544803,401.2469629,337.1604125,720.5545954,462.6557377,1395,83.93501805,2790,-651776,62464,-589312,-1
3114,176,19,11,0.0534954407,0.946504559,939.5329553,1114.443366,1647.44894,1611.017045,3290,280,6580,-1594368,90112,-1504256,-1
440,50,21,9,0.102040816,0.897959184,136.1141334,181.7697445,245.6704545,244,490,28.67173786,980,-225280,25600,-199680,-1
6843,1011,17,13,0.128724217,0.871275783,2218.855747,2515.319836,3854.110039,4424.243323,7854,165.9763314,15708,-3503616,517632,-2985984,-1
3527,253,20,10,0.0669312169,0.933068783,1077.55368,1202.957786,1917.861355,1509.063241,3780,72.27533461,7560,-1805824,129536,-1676288,-1
58,17,23,7,0.226666667,0.773333333,22.29259007,18.53379967,39.37931034,33.29411765,75,2.15393452,150,-29696,8704,-20992,-1
8517,448,16,14,0.0499721138,0.950027886,2573.567294,2818.957975,4503.801926,4087.53125,8965,173.672995,17930,-4360704,229376,-4131328,-1
8496,568,26,4,0.0626654898,0.93733451,2626.740398,2458.470009,4528.858169,4586.973592,9064,182.1909548,18128,-4349952,290816,-4059136,-1
498,28,21,9,0.0532319392,0.946768061,149.225594,183.2687193,266.7289157,206.0714286,526,43.94319131,1052,-254976,14336,-240640,-1
6371,250,27,3,0.0377586467,0.962241353,1900.077644,2077.454365,3336.214566,2668.432,6621,977.9911374,13242,-3261952,128000,-3133952,-1
9116,822,24,6,0.0827128195,0.917287181,2856.312048,3004.239941,4972.423102,4937.082725,9938,487.1568627,19876,-4667392,420864,-4246528,-1
5970,464,21,9,0.0721168791,0.927883121,1857.397784,1839.29246,3198.598995,3460.6875,6434,149.1077636,12868,-3056640,237568,-2819072,-1
7283,1022,21,9,0.123058399,0.876941601,2237.635448,2403.506791,3851.915557,6298.594912,8305,180.3474484,16610,-3728896,523264,-3205632,-1
2487,255,27,3,0.0929978118,0.907002188,786.8709763,808.7548748,1392.087254,1170.713725,2742,232.3728814,5484,-1273344,130560,-1142784,-1
41,12,22,8,0.226415094,0.773584906,15.06717064,14.39979745,28.82926829,20.75,53,1.387071447,106,-20992,6144,-14848,-1
6456,539,20,10,0.0770550393,0.922944961,1979.742468,2362.701533,3447.969486,4097.252319,6995,161.8463674,13990,-3305472,275968,-3029504,-1
9319,631,21,9,0.0634170854,0.936582915,2850.771008,3076.851266,5026.442429,4223.150555,9950,277.0815929,19900,-4771328,323072,-4448256,-1
9417,547,20,10,0.0548976315,0.945102369,2850.377256,3159.80692,5034.580758,4085.892139,9964,1078.354978,19928,-4821504,280064,-4541440,-1
1725,126,15,15,0.0680713128,0.931928687,522.0674058,613.087987,946.8104348,641.0952381,1851,51.99438202,3702,-883200,64512,-818688,-1
9489,480,19,11,0.0481492627,0.951850737,2864.989679,2948.210122,5035.435873,3987.945833,9969,769.212963,19938,-4858368,245760,-4612608,-1
9249,686,21,9,0.0690488173,0.930951183,2876.352114,2704.934235,5004.550438,4475.208455,9935,863.1624674,19870,-4735488,351232,-4384256,-1
56,11,20,10,0.164179104,0.835820896,18.86174186,12.67065328,37.14285714,18,67,6.146788991,134,-28672,5632,-23040,-1
4351,381,22,8,0.0805156382,0.919484362,1361.44066,1417.106016,2365.504252,2377.871391,4732,163.5107118,9464,-2227712,195072,-2032640,-1
637,89,18,12,0.122589532,0.877410468,198.6754819,260.965015,352.032967,445.5730337,726,27.83742331,1452,-326144,45568,-280576,-1
3408,427,21,9,0.111342894,0.888657106,1085.465207,1230.871331,1882.841256,2198.611241,3835,79.53131481,7670,-1744896,218624,-1526272,-1
9394,561,21,9,0.0563535912,0.943646409,2839.120528,3370.884344,4951.451139,5422.56328,9955,503.0318343,19910,-4809728,287232,-4522496,-1
9671,316,21,9,0.0316411335,0.968358867,2877.789916,3023.094735,5003.693827,4697.325949,9987,689.7099448,19974,-4951552,161792,-4789760,-1
72,13,23,7,0.152941176,0.847058824,23.91056833,25.23287984,44.91666667,32.38461538,85,17.38241309,170,-36864,6656,-30208,-1
5545,536,20,10,0.0881433975,0.911856603,1732.17191,1976.90229,3051.392606,2933.48694,6081,127.9402483,12162,-2839040,274432,-2564608,-1
9560,413,17,13,0.0414118119,0.958588188,2861.127708,3248.84663,5000.533473,4673.731235,9973,824.214876,19946,-4894720,211456,-4683264,-1
2746,239,25,5,0.0800670017,0.919932998,838.9652101,1045.066578,1467.338674,1787.83682,2985,101.7729287,5970,-1405952,122368,-1283584,-1
63,24,18,12,0.275862069,0.724137931,25.56400334,21.3715478,47.46031746,34.91666667,87,16.5085389,174,-32256,12288,-19968,-1
2102,208,21,9,0.09004329,0.90995671,648.7513021,827.4240571,1157.668887,1133.581731,2310,106.6974596,4620,-1076224,106496,-969728,-1
8423,646,17,13,0.0712316683,0.928768332,2591.368458,2886.854048,4492.635759,5087.374613,9069,275.8211679,18138,-4312576,330752,-3981824,-1
225,49,21,9,0.178832117,0.821167883,76.70402903,77.25507441,146.3244444,96.97959184,274,20.14705882,548,-115200,25088,-90112,-1
3114,332,21,9,0.0963435868,0.903656413,971.6752648,1075.077276,1775.16185,1238.936747,3446,251.9005848,6892,-1594368,169984,-1424384,-1
6374,327,20,10,0.0487986868,0.951201313,1912.235107,2176.219092,3391.920144,2553.370031,6701,156.2004662,13402,-3263488,167424,-3096064,-1
4526,348,22,8,0.0713992614,0.928600739,1397.657338,1517.700275,2427.8038,2563.606322,4874,166.8035592,9748,-2317312,178176,-2139136,-1
9542,435,20,10,0.0436002806,0.956399719,2871.685862,2989.682288,5017.891008,4355.257471,9977,1034.958506,19954,-4885504,222720,-4662784,-1
428,99,17,13,0.187855787,0.812144213,142.6134609,167.3340193,281.7757009,187.1515152,527,75.28571429,1054,-219136,50688,-168448,-1
5957,615,20,10,0.0935788192,0.906421181,1887.693509,1932.044659,3241.031224,3726.918699,6572,134.3692496,13144,-3049984,314880,-2735104,-1
3099,284,21,9,0.0839491576,0.916050842,951.3249512,1212.687528,1681.409487,1807.56338,3383,248.56723,6766,-1586688,145408,-1441280,-1
3445,276,22,8,0.0741736092,0.925826391,1059.70441,1240.411484,1859.849927,1875.355072,3721,154.5907769,7442,-1763840,141312,-1622528,-1
47,19,21,9,0.287878788,0.712121212,19.01046863,18.93727801,34.46808511,31.10526316,66,5.759162304,132,-24064,9728,-14336,-1
3704,222,19,11,0.0565461029,0.943453897,1130.726912,1170.92036,1957.107721,2070.153153,3926,333.2767402,7852,-1896448,113664,-1782784,-1
9582,396,21,9,0.0396873121,0.960312688,2864.690572,3087.416269,5028.941661,4035.131313,9978,869.1637631,19956,-4905984,202752,-4703232,-1
425,72,21,9,0.144869215,0.855130785,140.1090775,153.8055907,256.92,202.25,497,25.72463768,994,-217600,36864,-180736,-1
1511,120,23,7,0.0735744942,0.926425506,464.0262966,543.1873523,822.2594308,737.1833333,1631,97.08333333,3262,-773632,61440,-712192,-1
75,24,18,12,0.242424242,0.757575758,28.66643721,21.59459166,55.09333333,34.08333333,99,41.42259414,198,-38400,12288,-26112,-1
5842,278,23,7,0.0454248366,0.954575163,1755.790852,1980.718823,3063.745122,2992.305755,6120,281.7679558,12240,-2991104,142336,-2848768,-1
3106,347,20,10,0.100492326,0.899507674,987.8786805,1071.944916,1732.740502,1675.616715,3453,112.3657664,6906,-1590272,177664,-1412608,-1
2642,293,22,8,0.0998296422,0.900170358,836.1233008,914.5890256,1491.632854,1254.901024,2935,76.01657602,5870,-1352704,150016,-1202688,-1
9582,395,21,9,0.0395910594,0.960408941,2873.670061,2949.210199,5017.460968,4298.587342,9977,1115.995526,19954,-4905984,202240,-4703744,-1
9379,578,22,8,0.0580496133,0.941950387,2879.820751,2708.073916,5017.589189,4352.82699,9957,899.4579946,19914,-4802048,295936,-4506112,-1
6759,536,19,11,0.0734749829,0.926525017,2109.329845,2046.334464,3667.335553,3404.177239,7295,289.484127,14590,-3460608,274432,-3186176,-1
1799,324,20,10,0.152614225,0.847385775,607.3015518,641.7955431,1055.949972,1095.592593,2123,148.3577918,4246,-921088,165888,-755200,-1
9428,529,21,9,0.0531284523,0.946871548,2865.515177,3026.875776,4981.689542,4931.066163,9957,1025.437693,19914,-4827136,270848,-4556288,-1
58,17,23,7,0.226666667,0.773333333,22.46776658,17.69346839,39.46551724,33,75,2.292876796,150,-29696,8704,-20992,-1
914,54,20,10,0.055785124,0.944214876,274.8315653,301.8596454,494.4726477,315.7037037,968,56.24636839,1936,-467968,27648,-440320,-1
9570,405,22,8,0.0406015038,0.959398496,2872.004801,3041.968309,4998.277847,4745.138272,9975,1042.319749,19950,-4899840,207360,-4692480,-1
5918,615,20,10,0.094137456,0.905862544,1876.079003,1977.990758,3268.666779,3250.960976,6533,161.7479574,13066,-3030016,314880,-2715136,-1
9580,398,22,8,0.0398877531,0.960112247,2854.471661,3214.515957,5040.063361,3772.422111,9978,743.5171386,19956,-4904960,203776,-4701184,-1
3693,271,22,8,0.0683652876,0.931634712,1130.936867,1300.094317,1969.481993,2159.900369,3964,216.4937193,7928,-1890816,138752,-1752064,-1
694,34,20,10,0.0467032967,0.953296703,206.9965708,225.980503,371.2636888,226.4411765,728,144.1584158,1456,-355328,17408,-337920,-1
966,106,24,6,0.098880597,0.901119403,302.5352059,335.9271067,551.7867495,397.1886792,1072,97.27767695,2144,-494592,54272,-440320,-1
246,62,20,10,0.201298701,0.798701299,85.73274198,100.2340393,156.2601626,147.516129,308,5.628654971,616,-125952,31744,-94208,-1
77,20,21,9,0.206185567,0.793814433,27.81414355,26.58246603,51.50649351,39.35,97,13.52859135,194,-39424,10240,-29184,-1
3426,286,20,10,0.0770474138,0.922952586,1053.198829,1264.825034,1866.598074,1735.534965,3712,242.2976501,7424,-1754112,146432,-1607680,-1
414,99,17,13,0.192982456,0.807017544,139.5188638,159.0578135,274.8961353,182.1616162,513,29.77365061,1026,-211968,50688,-161280,-1
9486,498,20,10,0.0498798077,0.950120192,2846.852302,3091.38367,5075.01381,3420.761044,9984,566.6288309,19968,-4856832,254976,-4601856,-1
3964,394,21,9,0.0904084442,0.909591556,1243.289269,1397.057192,2174.973259,2225.043147,4358,83.53459843,8716,-2029568,201728,-1827840,-1
3652,323,20,10,0.0812578616,0.918742138,1123.925168,1327.032036,2021.986857,1603.727554,3975,95.39236861,7950,-1869824,165376,-1704448,-1
4225,248,22,8,0.0554437738,0.944556226,1267.578043,1629.814503,2248.784852,2036.229839,4473,89.80124473,8946,-2163200,126976,-2036224,-1
1625,70,20,10,0.0412979351,0.958702065,483.9011755,551.5980724,858.0898462,613.7714286,1695,355.3459119,3390,-832000,35840,-796160,-1
9313,637,22,8,0.0640201005,0.935979899,2845.574961,3153.657672,5024.137657,4264.412873,9950,817.5842235,19900,-4768256,326144,-4442112,-1
3272,269,20,10,0.0759672409,0.924032759,1027.53373,952.8767844,1775.935513,1710.966543,3541,179.4728839,7082,-1675264,137728,-1537536,-1
6492,672,21,9,0.0938023451,0.906197655,1982.82563,2386.360611,3446.028497,4900.912202,7164,149.436796,14328,-3323904,344064,-2979840,-1
9304,636,21,9,0.0639839034,0.936016097,2840.854994,3113.54533,5034.159931,4039.22327,9940,560,19880,-4763648,325632,-4438016,-1
5835,778,19,11,0.117647059,0.882352941,1876.976064,2133.90472,3304.738475,3323.96144,6613,122.7129338,13226,-2987520,398336,-2589184,-1
4469,932,20,10,0.172560637,0.827439363,1370.617848,1556.530968,2391.810248,4183.584764,5401,150.1111729,10802,-2288128,477184,-1810944,-1
431,100,19,11,0.188323917,0.811676083,148.4044053,172.6502392,264.7401392,271.43,531,57.03544576,1062,-220672,51200,-169472,-1
5214,895,23,7,0.146505156,0.853494844,1690.860755,2005.075891,2937.201189,3741.260335,6109,235.1424172,12218,-2669568,458240,-2211328,-1
9352,591,20,10,0.0594388012,0.940561199,2848.742619,3058.381667,5028.021707,4085.510998,9943,587.6477541,19886,-4788224,302592,-4485632,-1
3267,184,22,8,0.0533178789,0.946682121,985.5363514,1070.082715,1751.890419,1266.304348,3451,320.1298701,6902,-1672704,94208,-1578496,-1
9296,431,20,10,0.0443096535,0.955690346,2794.280174,3053.526027,4884.840792,4414.49652,9727,326.6286098,19454,-4759552,220672,-4538880,-1
728,113,19,11,0.134363853,0.865636147,239.02156,261.7037927,427.6236264,378.3274336,841,66.74603175,1682,-372736,57856,-314880,-1
437,103,18,12,0.190740741,0.809259259,147.3313483,171.2479823,286.8924485,200.9514563,540,75.10431154,1080,-223744,52736,-171008,-1
4602,430,25,5,0.0854531002,0.9145469,1440.409179,1574.246313,2525.299218,2422.327907,5032,140.834033,10064,-2356224,220160,-2136064,-1
208,37,19,11,0.151020408,0.848979592,68.40459072,71.26974244,129.8317308,84.59459459,245,41.52542373,490,-106496,18944,-87552,-1
6606,265,21,9,0.038567894,0.961432106,1975.589967,2132.747401,3451.976234,3037.739623,6871,456.8484043,13742,-3382272,135680,-3246592,-1
5071,312,18,12,0.0579602452,0.942039755,1548.678474,1567.672873,2720.159535,2234.317308,5383,248.6374134,10766,-2596352,159744,-2436608,-1
1130,142,22,8,0.11163522,0.88836478,359.6011936,417.5912624,628.6725664,698.7887324,1272,120.9125475,2544,-578560,72704,-505856,-1
9271,668,19,11,0.0672099809,0.932790019,2831.716611,3314.163954,5001.846511,4528.010479,9939,1707.731959,19878,-4746752,342016,-4404736,-1
7179,707,21,9,0.0896525488,0.910347451,2242.31392,2593.973482,3929.57111,4084.936351,7886,365.6003709,15772,-3675648,361984,-3313664,-1
9314,631,19,11,0.0634489693,0.936551031,2823.274238,3451.344673,5010.714194,4416.312203,9945,843.5114504,19890,-4768768,323072,-4445696,-1
1459,165,20,10,0.101600985,0.898399015,464.8326686,488.8974719,800.0075394,922.9636364,1624,106.4918033,3248,-747008,84480,-662528,-1
3577,270,21,9,0.0701845594,0.929815441,1090.885691,1309.54833,1901.997484,2215.492593,3847,151.8752467,7694,-1831424,138240,-1693184,-1
9287,663,23,7,0.0666331658,0.933366834,2853.345299,2833.917096,5066.498008,3700.841629,9950,367.4298375,19900,-4754944,339456,-4415488,-1
3084,184,23,7,0.0563035496,0.94369645,936.1104719,953.5215187,1661.067121,1189.211957,3268,87.61394102,6536,-1579008,94208,-1484800,-1
1114,184,20,10,0.141756549,0.858243451,366.5969887,420.1019033,652.0718133,633.9293478,1298,104.0064103,2596,-570368,94208,-476160,-1
6775,478,27,3,0.065903764,0.934096236,2064.755742,2434.041266,3655.021402,3229.834728,7253,445.5159705,14506,-3468800,244736,-3224064,-1
4573,331,20,10,0.0674959217,0.932504078,1393.068972,1697.232008,2453.60726,2437.202417,4904,222.7066303,9808,-2341376,169472,-2171904,-1
9487,476,21,9,0.0477767741,0.952223226,2858.240572,3007.886935,5037.004849,3885.716387,9963,1099.668874,19926,-4857344,243712,-4613632,-1
58,17,24,6,0.226666667,0.773333333,21.52771076,22.00739102,38.37931034,36.70588235,75,1.813784764,150,-29696,8704,-20992,-1
5965,341,21,9,0.0540754837,0.945924516,1802.944638,2082.831268,3169.327913,2876.627566,6306,438.2209868,12612,-3054080,174592,-2879488,-1
6595,773,18,12,0.104913138,0.895086862,2132.509666,2066.283359,3709.953904,3467.335058,7368,149.9389499,14736,-3376640,395776,-2980864,-1
81,26,20,10,0.242990654,0.757009346,31.73233871,22.99411425,58.50617284,39.96153846,107,23.46491228,214,-41472,13312,-28160,-1
5161,299,23,7,0.0547619048,0.945238095,1563.784403,1717.742364,2755.986049,2290.588629,5460,345.1327434,10920,-2642432,153088,-2489344,-1
3223,201,21,9,0.058703271,0.941296729,978.8307337,1129.177053,1716.578653,1647.099502,3424,145.2078032,6848,-1650176,102912,-1547264,-1
965,145,18,12,0.130630631,0.869369369,312.5021246,356.8819003,568.5689119,468.5241379,1110,90.39087948,2220,-494080,74240,-419840,-1
398,75,18,12,0.158562368,0.841437632,131.6860118,150.6528312,246.2462312,187.9333333,473,42.30769231,946,-203776,38400,-165376,-1
970,62,20,10,0.0600775194,0.939922481,291.3272037,380.726405,520.6608247,451.4032258,1032,88.05460751,2064,-496640,31744,-464896,-1
3847,250,25,5,0.0610202587,0.938979741,1188.165068,1014.627557,2074.964388,1649.46,4097,299.0510949,8194,-1969664,128000,-1841664,-1
9571,403,17,13,0.0404050531,0.959594947,2868.715208,3059.01043,5012.591056,4391.602978,9974,1458.187135,19948,-4900352,206336,-4694016,-1
9626,363,18,12,0.036339974,0.963660026,2865.515105,3197.338215,5029.038749,4092.363636,9989,952.2402288,19978,-4928512,185856,-4742656,-1
5692,369,17,13,0.0608810427,0.939118957,1733.601727,1943.086064,3055.213633,2657.493225,6061,326.3866451,12122,-2914304,188928,-2725376,-1
276,18,21,9,0.0612244898,0.93877551,82.6567887,99.22447739,150.9855072,94.05555556,294,22.25586677,588,-141312,9216,-132096,-1
50,6,25,5,0.107142857,0.892857143,15.653613,17.28599305,29.62,19.16666667,56,1.567310383,112,-25600,3072,-22528,-1
1637,139,22,8,0.0782657658,0.921734234,500.4459547,635.8031172,882.9364692,954.0215827,1776,44.08041698,3552,-838144,71168,-766976,-1
