N_in_packets,N_out_packets,in_first_thirty,out_first_thirty,out_fraction,in_fraction,out_std,in_std,out_mean,in_mean,N_packets,time_fraction,sum_N,incoming_packets_size,outgoing_packets_size,total_packets_size,y
75,20,20,10,0.210526316,0.789473684,26.97305322,25.89034569,51.12,36.3,95,1.538710722,190,-38400,10240,-28160,1
79,19,21,9,0.193877551,0.806122449,27.97701462,25.74238451,52.63291139,36.47368421,98,1.528145954,196,-40448,9728,-30720,1
84,26,20,10,0.236363636,0.763636364,30.74884545,33.88575044,57.64285714,48.57692308,110,1.745754642,220,-43008,13312,-29696,1
8042,605,20,10,0.0699664624,0.930033538,2508.447001,2308.20946,4345.349167,4040.214876,8647,210.1336574,17294,-4117504,309760,-3807744,1
6764,636,20,10,0.0859459459,0.914054054,2121.81674,1978.528962,3802.993791,2610.455975,7400,147.6751147,14800,-3463168,325632,-3137536,1
7888,576,21,9,0.0680529301,0.93194707,2454.154607,2260.921362,4258.235548,3880.065972,8464,203.4615385,16928,-4038656,294912,-3743744,1
7755,566,21,9,0.0680206706,0.931979329,2412.445996,2234.613938,4182.334494,3868.687279,8321,177.0048926,16642,-3970560,289792,-3680768,1
5539,282,21,9,0.0484452843,0.951554716,1662.000153,2006.059209,2907.183246,2985.968085,5821,679.2298716,11642,-2835968,144384,-2691584,1
5142,270,22,8,0.0498891353,0.950110865,1542.213678,1901.345137,2700.474329,2821.255556,5412,398.5272459,10824,-2632704,138240,-2494464,1
5103,271,21,9,0.0504279866,0.949572013,1532.181102,1875.921079,2687.716833,2683.416974,5374,169.4733523,10748,-2612736,138752,-2473984,1
5252,271,22,8,0.0490675358,0.950932464,1576.458411,1908.285015,2761.745811,2766.926199,5523,495.3363229,11046,-2689024,138752,-2550272,1
5138,274,21,9,0.0506282336,0.949371766,1540.359374,1925.167172,2700.89529,2811.59854,5412,677.3466834,10824,-2630656,140288,-2490368,1
5578,282,21,9,0.0481228669,0.951877133,1671.056045,2053.840693,2925.03962,3038.507092,5860,414.7204529,11720,-2855936,144384,-2711552,1
5171,272,21,9,0.0499724417,0.950027558,1552.181855,1896.231745,2718.048347,2797.125,5443,456.6275168,10886,-2647552,139264,-2508288,1
5590,280,21,9,0.0477001704,0.95229983,1674.071508,2059.142618,2931.488193,3015.592857,5870,481.9376026,11740,-2862080,143360,-2718720,1
5553,284,21,9,0.0486551311,0.951344869,1662.902686,2069.259696,2915.976409,2978.119718,5837,794.1496599,11674,-2843136,145408,-2697728,1
5642,285,21,9,0.0480850346,0.951914965,1690.103843,2077.620385,2957.698157,3088.754386,5927,544.7610294,11854,-2888704,145920,-2742784,1
5608,283,21,9,0.0480393821,0.951960618,1682.691664,2022.570376,2947.435984,2917.54417,5891,519.9470432,11782,-2871296,144896,-2726400,1
5157,269,21,9,0.049576115,0.950423885,1547.579857,1889.907135,2711.057592,2760.32342,5426,408.5843373,10852,-2640384,137728,-2502656,1
5137,274,21,9,0.0506375901,0.94936241,1542.783829,1886.175252,2708.350204,2661.937956,5411,138.4595701,10822,-2630144,140288,-2489856,1
5150,271,21,9,0.0499907766,0.950009223,1544.145691,1917.092136,2709.978252,2730.416974,5421,582.9032258,10842,-2636800,138752,-2498048,1
5159,273,22,8,0.050257732,0.949742268,1547.276894,1917.670478,2712.391549,2794.139194,5432,701.8087855,10864,-2641408,139776,-2501632,1
5557,281,21,9,0.0481329222,0.951867078,1664.024517,2059.425904,2915.321576,3002.131673,5838,738.0530973,11676,-2845184,143872,-2701312,1
5137,270,21,9,0.0499352691,0.950064731,1541.776912,1886.727622,2700.999805,2761.081481,5407,456.2869198,10814,-2630144,138240,-2491904,1
5177,273,21,9,0.0500917431,0.949908257,1568.516838,1640.158394,2738.984933,2469.78022,5450,280.3497942,10900,-2650624,139776,-2510848,1
5181,278,21,9,0.0509250779,0.949074922,1555.043971,1922.667865,2727.451457,2777.496403,5459,196.1552282,10918,-2652672,142336,-2510336,1
5340,275,21,9,0.0489759573,0.951024043,1604.004879,1919.658121,2809.548502,2777.930909,5615,344.2673207,11230,-2734080,140800,-2593280,1
1272,190,22,8,0.12995896,0.87004104,408.1784991,486.4035527,712.5023585,858.6842105,1462,140.1725791,2924,-651264,97280,-553984,1
1262,192,22,8,0.132049519,0.867950481,405.1760667,491.7314799,711.1489699,834.9739583,1454,155.3418803,2908,-646144,98304,-547840,1
1289,183,22,8,0.124320652,0.875679348,410.7999318,502.7505696,722.5764158,834.5737705,1472,112.5382263,2944,-659968,93696,-566272,1
1271,194,22,8,0.132423208,0.867576792,407.3752493,496.1444493,714.3595594,855.1237113,1465,112.3466258,2930,-650752,99328,-551424,1
1422,207,22,8,0.127071823,0.872928177,454.4478577,559.8108402,802.7299578,899.2898551,1629,29.12048624,3258,-728064,105984,-622080,1
1266,190,23,7,0.130494505,0.869505495,405.427092,490.7699594,709.8830964,852.5473684,1456,104.8236141,2912,-648192,97280,-550912,1
1271,185,23,7,0.12706044,0.87293956,407.086111,489.1549938,713.256491,833.227027,1456,95.97890574,2912,-650752,94720,-556032,1
1382,196,23,7,0.124207858,0.875792142,442.8828354,529.4369105,778.1483357,869.5408163,1578,130.5210918,3156,-707584,100352,-607232,1
1257,183,22,8,0.127083333,0.872916667,401.1890876,488.9173009,703.7653142,835.4480874,1440,71.25185552,2880,-643584,93696,-549888,1
1263,176,23,7,0.122307158,0.877692842,401.7778142,493.4717988,707.6500396,808.625,1439,129.7565374,2878,-646656,90112,-556544,1
1288,184,22,8,0.125,0.875,409.6829488,510.8546783,724.0582298,823.5923913,1472,46.31843927,2944,-659456,94208,-565248,1
1333,200,22,8,0.130463144,0.869536856,425.9659873,527.9804369,751.0412603,873.365,1533,90.87136929,3066,-682496,102400,-580096,1
1276,186,23,7,0.127222982,0.872777018,408.2671117,494.2359425,716.3847962,835.1935484,1462,168.4331797,2924,-653312,95232,-558080,1
1339,192,22,8,0.12540823,0.87459177,431.1405988,503.478102,754.2113518,848.2135417,1531,63.65904366,3062,-685568,98304,-587264,1
843,83,22,8,0.0896328294,0.910367171,258.1084322,342.0561957,469.1162515,406.4578313,926,13.97103199,1852,-431616,42496,-389120,1
800,78,23,7,0.0888382688,0.911161731,245.2576649,299.8236793,451.37625,317.6923077,878,12.64036856,1756,-409600,39936,-369664,1
1346,188,23,7,0.122555411,0.877444589,429.6551074,517.8333016,754.2682021,862.2340426,1534,101.7241379,3068,-689152,96256,-592896,1
1343,193,22,8,0.125651042,0.874348958,431.1400589,508.9405979,753.6418466,871.8911917,1536,127.3631841,3072,-687616,98816,-588800,1
1260,186,22,8,0.128630705,0.871369295,404.0025189,490.2489435,710.7333333,809.983871,1446,100.1385042,2892,-645120,95232,-549888,1
1339,179,23,7,0.117918314,0.882081686,427.3561093,503.7858084,747.9275579,846.0670391,1518,169.9888018,3036,-685568,91648,-593920,1
1865,155,22,8,0.0767326733,0.923267327,572.9396188,693.9809479,1009.764611,1019.348387,2020,123.4718826,4040,-954880,79360,-875520,1
1813,152,22,8,0.0773536896,0.92264631,556.6620868,680.1502092,980.3838941,1014.203947,1965,159.7560976,3930,-928256,77824,-850432,1
1807,150,21,9,0.0766479305,0.923352069,553.1530939,689.4167687,974.9474267,1027.82,1957,131.8733154,3914,-925184,76800,-848384,1
1783,138,21,9,0.0718375846,0.928162415,544.3107392,672.3929506,959.0173864,986.615942,1921,208.577633,3842,-912896,70656,-842240,1
1823,153,21,9,0.0774291498,0.92257085,559.5545897,686.1071531,986.0104224,1018.163399,1976,189.8174832,3952,-933376,78336,-855040,1
1787,154,21,9,0.0793405461,0.920659454,549.8813737,669.1666191,968.9266928,995.0584416,1941,177.9101742,3882,-914944,78848,-836096,1
1839,160,21,9,0.08004002,0.91995998,566.0092544,690.2594494,996.5106036,1040.10625,1999,170.4177323,3998,-941568,81920,-859648,1
1805,166,21,9,0.0842212075,0.915778792,555.7508639,688.6975246,976.6842105,1087.295181,1971,35.37964459,3942,-924160,84992,-839168,1
1784,155,21,9,0.0799381124,0.920061888,548.649759,673.5103782,967.1283632,1003.051613,1939,153.4018987,3878,-913408,79360,-834048,1
1800,151,21,9,0.0773962071,0.922603793,551.9118882,683.5109886,975.0772222,987,1951,163.400335,3902,-921600,77312,-844288,1
1781,146,22,8,0.0757654385,0.924234561,546.9000369,658.2192926,960.1566536,1010.883562,1927,229.9522673,3854,-911872,74752,-837120,1
1839,155,22,8,0.0777331996,0.9222668,566.270743,672.9422166,991.7063622,1066.23871,1994,172.0448663,3988,-941568,79360,-862208,1
1821,160,21,9,0.0807672892,0.919232711,561.4594567,678.4079603,988.3163097,1021.54375,1981,149.7354497,3962,-932352,81920,-850432,1
1768,149,21,9,0.0777256129,0.922274387,542.6705435,666.3862514,955.7777149,997.2348993,1917,154.3478261,3834,-905216,76288,-828928,1
1811,145,21,9,0.0741308793,0.925869121,553.9782302,681.186704,973.695196,1038.510345,1956,190.8292683,3912,-927232,74240,-852992,1
1805,160,21,9,0.0814249364,0.918575064,557.8692675,663.6613394,981.4204986,1000.81875,1965,70.68345324,3930,-924160,81920,-842240,1
1817,157,22,8,0.0795339412,0.920466059,560.8350166,664.2208722,984.3648872,1023.783439,1974,164.2262895,3948,-930304,80384,-849920,1
1806,148,22,8,0.0757420676,0.924257932,551.7287846,694.389602,972.4861573,1038.682432,1954,96.44619941,3908,-924672,75776,-848896,1
1794,158,21,9,0.080942623,0.919057377,552.479935,675.6527888,974.4704571,999.5443038,1952,131.7139001,3904,-918528,80896,-837632,1
1024,81,21,9,0.0733031674,0.926696833,309.9089793,411.6491567,558.0869141,488.691358,1105,17.72253408,2210,-524288,41472,-482816,1
3583,528,22,8,0.128435904,0.871564096,1171.070942,1238.530188,2007.328217,2386.285985,4111,138.6977058,8222,-1834496,270336,-1564160,1
3563,521,22,8,0.127571009,0.872428991,1166.990223,1205.879984,1993.705024,2376.197697,4084,150.312845,8168,-1824256,266752,-1557504,1
3573,542,22,8,0.131713244,0.868286756,1173.509951,1229.996148,2008.589421,2383.726937,4115,174.2167655,8230,-1829376,277504,-1551872,1
3774,559,22,8,0.129009924,0.870990076,1239.738614,1271.383136,2116.2761,2509.454383,4333,172.0810167,8666,-1932288,286208,-1646080,1
3623,530,22,8,0.127618589,0.872381411,1180.766962,1287.011235,2039.499034,2333.350943,4153,115.2650569,8306,-1854976,271360,-1583616,1
3573,525,22,8,0.128111274,0.871888726,1169.390363,1215.847574,1998.363,2397.52381,4098,104.6208833,8196,-1829376,268800,-1560576,1
3558,544,22,8,0.132618235,0.867381765,1167.747942,1239.783816,2002.716414,2370.566176,4102,96.47224835,8204,-1821696,278528,-1543168,1
3541,518,22,8,0.12761764,0.87238236,1160.769126,1192.299757,1981.464558,2361.783784,4059,157.2646261,8118,-1812992,265216,-1547776,1
3555,501,22,8,0.12352071,0.87647929,1158.035525,1208.323455,1982.243319,2356.728543,4056,152.9988684,8112,-1820160,256512,-1563648,1
3574,524,22,8,0.127867252,0.872132748,1169.419562,1226.217868,2003.350867,2364.265267,4098,182.2953737,8196,-1829888,268288,-1561600,1
2676,325,22,8,0.108297234,0.891702766,847.4092388,997.184261,1483.652466,1643.836923,3001,52.80661622,6002,-1370112,166400,-1203712,1
3547,509,22,8,0.125493097,0.874506903,1158.105478,1209.541793,1982.984212,2345.679764,4056,70.63740857,8112,-1816064,260608,-1555456,1
3567,521,22,8,0.127446184,0.872553816,1165.949436,1230.688007,2000.204654,2347.765835,4088,154.9658832,8176,-1826304,266752,-1559552,1
3633,536,22,8,0.128568002,0.871431998,1189.891034,1248.771644,2039.425268,2393.904851,4169,162.3442368,8338,-1860096,274432,-1585664,1
3773,546,22,8,0.126418152,0.873581848,1233.069707,1287.867498,2111.053273,2498.234432,4319,181.0142498,8638,-1931776,279552,-1652224,1
3255,501,22,8,0.133386581,0.866613419,1062.375413,1168.39545,1829.751459,2195.219561,3756,51.76405733,7512,-1666560,256512,-1410048,1
3308,496,22,8,0.130389064,0.869610936,1077.359661,1172.65156,1851.70526,2241.268145,3804,51.52377082,7608,-1693696,253952,-1439744,1
66,9,22,8,0.12,0.88,21.03083245,17.78333247,40.37878788,20.55555556,75,1.373123398,150,-33792,4608,-29184,1
3599,540,22,8,0.130466296,0.869533704,1182.075198,1229.856377,2022.130036,2389.044444,4139,97.82557315,8278,-1842688,276480,-1566208,1
3561,538,22,8,0.131251525,0.868748475,1170.923398,1217.382806,2003.155293,2360.063197,4099,145.6127886,8198,-1823232,275456,-1547776,1
2134,71,23,7,0.0321995465,0.967800454,634.6352178,687.3983586,1105.312559,1033.492958,2205,227.0854789,4410,-1092608,36352,-1056256,1
1549,52,23,7,0.0324797002,0.9675203,460.6285253,497.2024916,804.0852163,709.0961538,1601,32.28473483,3202,-793088,26624,-766464,1
2178,72,23,7,0.032,0.968,647.6419783,699.6451741,1128.024334,1049.138889,2250,370.675453,4500,-1115136,36864,-1078272,1
2150,71,23,7,0.0319675822,0.968032418,639.279636,690.7674683,1113.585116,1032.71831,2221,295.3457447,4442,-1100800,36352,-1064448,1
2134,71,23,7,0.0321995465,0.967800454,634.6031212,688.539583,1105.231022,1035.943662,2205,378.8659794,4410,-1092608,36352,-1056256,1
2143,71,23,7,0.032068654,0.967931346,637.2347092,689.5243403,1110.009333,1031.760563,2214,212.4760077,4428,-1097216,36352,-1060864,1
3307,111,23,7,0.0324751317,0.967524868,984.5835077,1044.165803,1712.278803,1626.711712,3418,470.7988981,6836,-1693184,56832,-1636352,1
4235,138,23,7,0.0315572833,0.968442717,1260.678618,1310.681455,2189.713341,2103.731884,4373,606.518724,8746,-2168320,70656,-2097664,1
2131,71,24,6,0.0322434151,0.967756585,633.6716831,689.1419831,1103.817457,1031.943662,2202,345.1410658,4404,-1091072,36352,-1054720,1
2113,71,24,6,0.0325091575,0.967490842,628.3044737,689.2419164,1094.43398,1034.943662,2184,266.3414634,4368,-1081856,36352,-1045504,1
2136,71,23,7,0.032170367,0.967829633,635.1411955,689.9300221,1106.335674,1033.732394,2207,490.4444444,4414,-1093632,36352,-1057280,1
4231,138,23,7,0.0315861753,0.968413825,1259.38334,1313.646965,2187.699835,2102.224638,4369,713.8888889,8738,-2166272,70656,-2095616,1
2156,72,23,7,0.0323159785,0.967684022,641.1038013,698.9713439,1116.701763,1048.569444,2228,239.3125671,4456,-1103872,36864,-1067008,1
2130,71,23,7,0.0322580645,0.967741935,633.3827823,688.964235,1103.275587,1032.732394,2201,426.5503876,4402,-1090560,36352,-1054208,1
2127,71,23,7,0.0323020928,0.967697907,632.4545909,689.8193336,1101.747062,1032.183099,2198,171.71875,4396,-1089024,36352,-1052672,1
4217,137,23,7,0.0314653192,0.968534681,1254.803147,1317.158043,2180.043159,2099.218978,4354,603.0470914,8708,-2159104,70144,-2088960,1
4211,137,22,8,0.0315087397,0.96849126,1252.606224,1328.094276,2177.434101,2084.313869,4348,609.8176718,8696,-2156032,70144,-2085888,1
4221,138,23,7,0.0316586373,0.968341363,1256.340381,1314.798784,2182.899076,2091.326087,4359,554.5801527,8718,-2161152,70656,-2090496,1
4058,133,23,7,0.0317346695,0.96826533,1208.003785,1261.794286,2098.670034,2014.533835,4191,702.0100503,8382,-2077696,68096,-2009600,1
2116,72,23,7,0.0329067642,0.967093236,629.3605521,691.109802,1096.886578,1024.361111,2188,33.99098959,4376,-1083392,36864,-1046528,1
1187,100,23,7,0.0777000777,0.922299922,362.8623239,444.0727385,633.6571188,766.77,1287,77.34375,2574,-607744,51200,-556544,1
1231,92,23,7,0.0695389267,0.930461073,373.5126805,470.4119051,654.9642567,756.1413043,1323,52.83546326,2646,-630272,47104,-583168,1
1196,92,23,7,0.0714285714,0.928571429,363.9834102,445.7428724,635.5877926,760.3586957,1288,67.54063975,2576,-612352,47104,-565248,1
1241,96,23,7,0.071802543,0.928197457,378.2944549,464.4736324,661.9508461,760.125,1337,72.34848485,2674,-635392,49152,-586240,1
1248,93,23,7,0.0693512304,0.93064877,379.4526508,461.7155243,662.0560897,791.0215054,1341,70.7278481,2682,-638976,47616,-591360,1
1188,98,23,7,0.0762052877,0.923794712,361.9748308,456.2041857,634.8106061,748.8367347,1286,62.7011214,2572,-608256,50176,-558080,1
1186,95,23,7,0.0741608119,0.925839188,360.6630815,459.6956148,633.8187184,730.6526316,1281,75.66450089,2562,-607232,48640,-558592,1
1186,91,23,7,0.0712607674,0.928739233,361.4499504,434.0997728,629.6913997,760.3186813,1277,63.5007459,2554,-607232,46592,-560640,1
1248,102,23,7,0.0755555556,0.924444444,379.6725357,468.4825533,662.6113782,833.1960784,1350,23.49869452,2700,-638976,52224,-586752,1
1200,101,23,7,0.0776325903,0.92236741,366.3791043,464.0140379,644.37,729.7722772,1301,63.93120393,2602,-614400,51712,-562688,1
1245,97,23,7,0.0722801788,0.927719821,378.0205652,479.3399689,663.1172691,779.0927835,1342,71.76470588,2684,-637440,49664,-587776,1
1194,94,23,7,0.0729813665,0.927018634,363.2626777,454.7451069,636.4455611,746.8085106,1288,71.16022099,2576,-611328,48128,-563200,1
1212,94,23,7,0.0719754977,0.928024502,369.2861189,445.0216316,643.3622112,784.212766,1306,77.83075089,2612,-620544,48128,-572416,1
1207,95,23,7,0.0729646697,0.92703533,367.8879005,451.7062762,643.023198,759.2,1302,70.87642896,2604,-617984,48640,-569344,1
1240,98,22,8,0.0732436472,0.926756353,377.2205475,466.9833177,659.2040323,799.7755102,1338,78.15420561,2676,-634880,50176,-584704,1
1236,96,23,7,0.0720720721,0.927927928,376.2877653,461.6576319,657.2411003,785.7083333,1332,68.58908342,2664,-632832,49152,-583680,1
1274,104,23,7,0.0754716981,0.924528302,388.2565413,490.3470419,681.7935636,783.9038462,1378,57.80201342,2756,-652288,53248,-599040,1
1243,101,23,7,0.0751488095,0.92485119,379.1569852,471.2340783,664.0265487,776.7821782,1344,71.33757962,2688,-636416,51712,-584704,1
1223,101,22,8,0.0762839879,0.923716012,373.1862195,460.6836972,652.3499591,785.4059406,1324,84.54661558,2648,-626176,51712,-574464,1
855,42,23,7,0.0468227425,0.953177258,257.2310881,273.9337079,453.7918129,351.452381,897,129.2507205,1794,-437760,21504,-416256,1
5695,449,22,8,0.0730794271,0.926920573,1741.810679,2123.721624,3054.881651,3295.966592,6144,193.755913,12288,-2915840,229888,-2685952,1
5693,440,22,8,0.0717430295,0.92825697,1740.350864,2112.964664,3052.704022,3251.970455,6133,164.4235925,12266,-2914816,225280,-2689536,1
5722,436,22,8,0.0708022085,0.929197791,1756.686717,2032.917965,3080.595945,3065.116972,6158,182.6757639,12316,-2929664,223232,-2706432,1
5633,435,21,9,0.0716875412,0.928312459,1729.387069,2018.062693,3036.546245,3008.002299,6068,158.2681273,12136,-2884096,222720,-2661376,1
5751,448,22,8,0.0722697209,0.927730279,1764.753189,2080.53368,3096.137889,3149.578125,6199,181.7888563,12398,-2944512,229376,-2715136,1
5705,444,22,8,0.0722068629,0.927793137,1745.136768,2110.896596,3058.475898,3287.31982,6149,190.3125967,12298,-2920960,227328,-2693632,1
4799,298,22,8,0.0584657642,0.941534236,1462.259724,1494.507719,2585.259221,1965.080537,5097,94.40637155,10194,-2457088,152576,-2304512,1
5934,453,22,8,0.0709253171,0.929074683,1819.983239,2126.300286,3183.639198,3329.719647,6387,200.4079071,12774,-3038208,231936,-2806272,1
5056,341,22,8,0.06318325,0.93681675,1554.744145,1537.466823,2729.115111,2252.483871,5397,163.5950288,10794,-2588672,174592,-2414080,1
5704,434,22,8,0.0707070707,0.929292929,1748.968658,2043.854173,3058.420582,3215.115207,6138,202.7080581,12276,-2920448,222208,-2698240,1
5692,410,22,8,0.0671910849,0.932808915,1733.563771,2101.583923,3037.325545,3248.282927,6102,153.5867103,12204,-2914304,209920,-2704384,1
5673,445,22,8,0.0727361883,0.927263812,1733.457546,2123.415142,3039.917328,3309.146067,6118,208.3077971,12236,-2904576,227840,-2676736,1
5720,439,21,9,0.0712778048,0.928722195,1746.983087,2137.113233,3070.608217,3202.371298,6159,198.0385852,12318,-2928640,224768,-2703872,1
5724,441,22,8,0.0715328467,0.928467153,1750.899663,2116.55058,3077.035115,3160.421769,6165,216.4676966,12330,-2930688,225792,-2704896,1
5697,462,22,8,0.0750121773,0.924987823,1742.476119,2142.629677,3054.107952,3399.279221,6159,109.7469708,12318,-2916864,236544,-2680320,1
5714,449,22,8,0.0728541295,0.927145871,1749.624366,2113.764733,3071.012951,3221.821826,6163,215.9425368,12326,-2925568,229888,-2695680,1
5423,413,21,9,0.0707676491,0.929232351,1679.79681,1691.27067,2950.903006,2493.024213,5836,102.8007751,11672,-2776576,211456,-2565120,1
5910,469,22,8,0.0735224957,0.926477504,1813.487173,2154.686007,3175.390694,3374.095949,6379,112.7430187,12758,-3025920,240128,-2785792,1
5700,437,22,8,0.0712074303,0.92879257,1744.476152,2092.63472,3064.716667,3124.869565,6137,196.6356937,12274,-2918400,223744,-2694656,1
2260,160,22,8,0.0661157025,0.933884298,687.2367743,774.4386041,1233.25177,889.13125,2420,37.17357911,4840,-1157120,81920,-1075200,1
6243,409,22,8,0.0614852676,0.938514732,1892.74666,2299.242195,3323.233061,3376.366748,6652,215.2054351,13304,-3196416,209408,-2987008,1
6249,445,22,8,0.0664774425,0.933522558,1900.024644,2337.3442,3339.700272,3457.029213,6694,118.7721789,13388,-3199488,227840,-2971648,1
6369,428,22,8,0.0629689569,0.937031043,1933.85962,2338.140673,3408.588004,3256.32243,6797,201.9310755,13594,-3260928,219136,-3041792,1
6188,414,22,8,0.0627082702,0.93729173,1877.012512,2283.609152,3287.472689,3511.164251,6602,201.4647543,13204,-3168256,211968,-2956288,1
6235,424,22,8,0.0636732242,0.936326776,1893.866117,2290.765481,3316.430473,3529.542453,6659,215.3622251,13318,-3192320,217088,-2975232,1
6572,453,21,9,0.0644839858,0.935516014,1996.275122,2436.160909,3523.853469,3355.540839,7025,205.4694355,14050,-3364864,231936,-3132928,1
6264,432,21,9,0.064516129,0.935483871,1903.107765,2323.031614,3346.556513,3376.680556,6696,211.3636364,13392,-3207168,221184,-2985984,1
6245,424,22,8,0.0635777478,0.936422252,1894.9147,2315.480757,3320.693355,3545.71934,6669,194.7721963,13338,-3197440,217088,-2980352,1
6316,427,22,8,0.0633249296,0.93667507,1920.507375,2289.057436,3384.766783,3183.159251,6743,219.6416938,13486,-3233792,218624,-3015168,1
6243,439,22,8,0.0656988925,0.934301107,1897.823194,2325.072497,3347.378984,3257.895216,6682,215.7571844,13364,-3196416,224768,-2971648,1
6262,422,21,9,0.0631358468,0.936864153,1899.163288,2330.899969,3334.872086,3455.689573,6684,197.810003,13368,-3206144,216064,-2990080,1
6213,403,22,8,0.0609129383,0.939087062,1882.935414,2281.977331,3300.692741,3428.863524,6616,217.9901153,13232,-3181056,206336,-2974720,1
6385,444,21,9,0.0650168399,0.93498316,1943.828094,2331.038452,3411.444949,3466.123874,6829,213.2729544,13658,-3269120,227328,-3041792,1
6313,428,22,8,0.0634920635,0.936507937,1915.385561,2350.611144,3367.595596,3421.214953,6741,213.3903134,13482,-3232256,219136,-3013120,1
6159,443,22,8,0.0671008785,0.932899121,1886.556772,2143.472291,3317.656438,3076.878104,6602,211.1964171,13204,-3153408,226816,-2926592,1
6287,440,22,8,0.0654080571,0.934591943,1916.054268,2279.539088,3362.539049,3384.875,6727,210.0218545,13454,-3218944,225280,-2993664,1
6199,412,22,8,0.0623203751,0.937679625,1888.473311,2181.919208,3315.439264,3163.975728,6611,160.1114071,13222,-3173888,210944,-2962944,1
6258,432,22,8,0.064573991,0.935426009,1903.899422,2290.911074,3344.674497,3357.458333,6690,197.6950355,13380,-3204096,221184,-2982912,1
6204,432,21,9,0.0650994575,0.934900542,1885.76946,2301.994973,3321.262089,3278.833333,6636,177.7182646,13272,-3176448,221184,-2955264,1
2997,195,22,8,0.0610902256,0.938909774,907.1855581,929.1962142,1635.700033,994.025641,3192,48.41498559,6384,-1534464,99840,-1434624,1
1703,105,23,7,0.0580752212,0.941924779,512.727946,634.5431512,895.2125661,1055.133333,1808,109.244713,3616,-871936,53760,-818176,1
1709,102,23,7,0.0563224738,0.943677526,513.919816,631.0675269,896.1012288,1071.852941,1811,118.0573664,3622,-875008,52224,-822784,1
1761,112,23,7,0.0597971169,0.940202883,530.6556689,669.335871,929.8784781,1048.973214,1873,88.93637227,3746,-901632,57344,-844288,1
1709,110,23,7,0.0604727872,0.939527213,515.5922166,639.6671064,901.114687,1048.045455,1819,100,3638,-875008,56320,-818688,1
1711,112,23,7,0.0614371914,0.938562809,515.5564518,648.9143356,901.7504383,1068.580357,1823,110.8206687,3646,-876032,57344,-818688,1
1778,116,22,8,0.0612460401,0.93875396,536.5783227,678.1690171,941.8700787,1033.793103,1894,112.5371361,3788,-910336,59392,-850944,1
648,82,23,7,0.112328767,0.887671233,203.2972819,259.0053083,360.654321,403.7926829,730,31.82214473,1460,-331776,41984,-289792,1
1749,113,23,7,0.0606874329,0.939312567,527.3050793,655.5940515,921.1435106,1091.79646,1862,119.206146,3724,-895488,57856,-837632,1
1687,109,23,7,0.0606904232,0.939309577,508.7400914,636.7550988,890.1268524,1028.091743,1796,111.3453193,3592,-863744,55808,-807936,1
1755,117,23,7,0.0625,0.9375,528.9415028,678.7731573,928.5703704,1055.444444,1872,109.0273733,3744,-898560,59904,-838656,1
1773,112,23,7,0.0594164456,0.940583554,535.0362847,663.0405534,936.2272984,1050.214286,1885,110.4923798,3770,-907776,57344,-850432,1
1705,107,23,7,0.0590507726,0.940949227,514.7124568,626.2112589,897.9272727,1043.102804,1812,93.20987654,3624,-872960,54784,-818176,1
1766,115,23,7,0.0611376927,0.938862307,532.6290553,669.5283121,932.5702152,1070.452174,1881,107.6086957,3762,-904192,58880,-845312,1
1741,112,23,7,0.0604425256,0.939557474,524.7928785,656.003389,917.6398621,1072.5,1853,123.4510326,3706,-891392,57344,-834048,1
1703,110,23,7,0.0606729178,0.939327082,513.9424612,641.8227443,899.7680564,1018.963636,1813,69.59692898,3626,-871936,56320,-815616,1
1718,110,23,7,0.0601750547,0.939824945,517.1918272,655.1745843,905.5768335,1053.863636,1828,101.7817372,3656,-879616,56320,-823296,1
1764,110,23,7,0.0586979723,0.941302028,531.0608876,665.4155111,928.8684807,1075.918182,1874,103.0236394,3748,-903168,56320,-846848,1
1708,112,23,7,0.0615384615,0.938461538,515.1676986,647.8662815,901.8612412,1042.241071,1820,95.78947368,3640,-874496,57344,-817152,1
1754,113,23,7,0.0605249063,0.939475094,529.0291541,660.4853534,925.4378563,1066.902655,1867,94.34057605,3734,-898048,57856,-840192,1
505,43,23,7,0.0784671533,0.921532847,156.042762,181.3047717,275.2831683,265.3023256,548,8.683251466,1096,-258560,22016,-236544,1
2072,120,23,7,0.0547445255,0.945255474,622.5648071,766.7471479,1086.142857,1275.333333,2192,154.2575651,4384,-1060864,61440,-999424,1
2045,119,22,8,0.0549907579,0.945009242,614.3297602,763.6399422,1073.076284,1244.445378,2164,122.7453205,4328,-1047040,60928,-986112,1
2058,123,23,7,0.0563961486,0.943603851,618.4028249,780.8723303,1082.696793,1229.926829,2181,149.793956,4362,-1053696,62976,-990720,1
2041,129,23,7,0.0594470046,0.940552995,614.472563,774.1175599,1075.277315,1247.24031,2170,126.9005848,4340,-1044992,66048,-978944,1
2061,123,23,7,0.0563186813,0.943681319,619.2902666,783.7980112,1084.899078,1219.861789,2184,121.9430486,4368,-1055232,62976,-992256,1
2036,124,23,7,0.0574074074,0.942592593,612.0935069,764.8467015,1069.280452,1264.717742,2160,127.5841701,4320,-1042432,63488,-978944,1
2024,118,23,7,0.0550887021,0.944911298,607.5133689,766.2190817,1062.915514,1218.745763,2142,117.4986286,4284,-1036288,60416,-975872,1
2033,118,23,7,0.0548582055,0.945141795,610.3662086,763.404978,1066.711756,1236.025424,2151,139.3134715,4302,-1040896,60416,-980480,1
